,tamanho,ano,garagem,predicted
872,85.0,1953,2,121031.914
873,118.0,1949,1,126605.06
874,105.0,1941,1,121679.09
875,242.0,2007,2,287658.06
876,97.0,1963,2,145130.9
877,207.0,2004,3,316477.78
878,107.0,1961,2,149235.39
879,80.0,1978,1,128887.49
880,101.0,2005,2,154343.2
881,160.0,1990,2,204070.61
882,148.0,1992,2,203108.2
883,207.0,1912,1,134713.81
884,83.0,1967,1,123637.11
885,159.0,1999,2,208208.11
886,159.0,1959,2,172433.14
887,129.0,1955,1,139196.78
888,206.0,1970,2,222611.33
889,140.0,1953,2,180732.44
890,86.0,1949,2,114461.57
891,156.0,1978,2,176886.66
892,99.0,1963,1,137569.72
893,128.0,1954,1,133540.95
894,143.0,1979,2,176886.66
895,167.0,1963,2,182971.4
896,88.0,1936,1,118474.37
897,208.0,1979,2,197810.64
898,220.0,2009,3,468852.7
899,115.0,1961,1,142944.98
900,80.0,1971,1,113863.53
901,121.0,1957,1,135363.75
902,140.0,2003,2,191019.64
903,155.0,2006,3,255752.02
904,84.0,1967,1,123637.11
905,99.0,1954,1,131936.05
906,152.0,2006,3,248023.2
907,191.0,1936,1,196173.2
908,84.0,1983,2,137378.72
909,138.0,2005,2,195170.02
910,211.0,1960,2,232411.34
911,118.0,1977,1,146459.14
912,94.0,1925,1,108561.875
913,186.0,1949,3,149806.61
914,114.0,2009,2,180177.3
915,101.0,1970,1,114626.48
916,45.0,1949,1,89470.664
917,114.0,1956,1,137349.25
918,198.0,1991,3,268419.88
919,131.0,1958,2,160971.73
920,160.0,1994,2,213668.3
921,204.0,1900,0,138950.11
922,122.0,2005,2,181231.95
923,150.0,1993,2,207245.7
924,157.0,1980,2,178930.9
925,105.0,1977,2,152712.78
926,221.0,2003,3,314570.25
927,184.0,1968,2,192313.84
928,166.0,2001,2,216440.5
929,208.0,1997,2,241646.8
930,136.0,2007,3,252413.73
931,86.0,1965,1,123637.11
932,177.0,2006,3,302632.1
933,139.0,2004,2,195363.73
934,192.0,1960,2,232411.34
935,69.0,1926,2,89940.75
936,111.0,2003,2,164870.2
937,183.0,2005,2,243836.33
938,182.0,2006,3,269969.12
939,223.0,1940,1,197344.64
940,161.0,1976,2,170992.3
941,191.0,1999,2,226126.44
942,134.0,1977,0,148494.77
943,152.0,1967,2,175574.03
944,125.0,1958,2,157344.39
945,174.0,1890,2,140650.77
946,106.0,1959,1,139604.19
947,151.0,2002,3,248023.2
948,165.0,2002,2,214759.33
949,128.0,1972,2,154641.89
950,80.0,1950,2,99739.59
951,90.0,1965,1,123637.11
952,71.0,1972,1,113863.53
953,183.0,1969,2,192313.84
954,91.0,1975,0,126496.09
955,182.0,1946,2,149791.12
956,114.0,1980,2,153431.84
957,98.0,1962,2,147200.92
958,124.0,2003,2,188694.48
959,132.0,1999,2,181348.9
960,80.0,1958,0,106261.734
961,267.0,1977,2,265564.3
962,144.0,1976,2,173054.55
963,167.0,2007,2,244081.23
964,176.0,2002,2,215976.19
965,138.0,2005,2,195170.02
966,122.0,1940,1,119450.97
967,102.0,1955,1,137591.88
968,90.0,1910,0,79440.31
969,102.0,1958,1,137591.88
970,111.0,1949,0,116844.625
971,151.0,2003,2,193451.94
972,85.0,1979,1,125832.42
973,133.0,2007,2,211189.8
974,188.0,1910,2,162755.25
975,128.0,2000,2,175766.88
976,81.0,1923,0,89604.234
977,115.0,2006,2,186195.36
978,83.0,1954,2,122190.84
979,104.0,1963,2,149235.39
980,93.0,1961,2,147516.62
981,243.0,1998,3,325228.38
982,118.0,2007,2,181487.97
983,213.0,2002,2,254044.5
984,161.0,1977,2,174824.4
985,108.0,1950,1,126605.06
986,152.0,1910,1,130915.17
987,180.0,2009,3,370959.03
988,189.0,1976,2,241944.19
989,146.0,2006,2,244435.31
990,222.0,1997,3,309464.7
991,162.0,1882,2,138444.39
992,172.0,1964,2,189928.55
993,139.0,2005,2,189694.3
994,160.0,2006,3,294891.53
995,114.0,1946,1,121436.47
996,98.0,1961,1,137569.72
997,134.0,1970,2,170263.61
998,100.0,1922,1,114291.41
999,112.0,2006,2,187364.11
1000,88.0,1952,2,121031.914
1001,64.0,1920,1,91216.33
1002,146.0,2006,3,231896.5
1003,156.0,1976,2,173054.55
1004,140.0,2005,2,195930.75
1005,92.0,1977,1,128887.49
1006,154.0,1970,2,175574.03
1007,101.0,1970,1,114626.48
1008,159.0,2004,2,200438.83
1009,141.0,1926,0,135960.89
1010,118.0,1948,1,126605.06
1011,155.0,1965,0,122305.22
1012,140.0,1923,1,156009.45
1013,95.0,1910,1,97905.72
1014,101.0,1948,1,126847.67
1015,155.0,2001,2,210980.31
1016,140.0,1996,2,194400.95
1017,126.0,1984,2,175949.77
1018,137.0,1991,2,176646.55
1019,140.0,2005,2,195930.75
1020,105.0,2005,2,160919.31
1021,113.0,2006,2,187364.11
1022,116.0,1930,1,115887.58
1023,140.0,2005,2,195930.75
1024,269.0,1976,2,289349.16
1025,82.0,1972,2,125657.52
1026,117.0,1960,2,159402.67
1027,153.0,2007,3,248023.2
1028,128.0,1941,1,121450.53
1029,113.0,1972,1,125315.805
1030,179.0,1916,0,140029.81
1031,286.0,1920,2,210525.42
1032,234.0,1993,3,265320.4
1033,154.0,2002,3,248023.2
1034,89.0,1938,1,118474.37
1035,79.0,1957,1,120646.53
1036,151.0,2007,3,248023.2
1037,210.0,2001,2,255725.67
1038,125.0,1970,0,105068.305
1039,59.0,1970,1,99539.78
1040,168.0,1957,2,205585.02
1041,152.0,1966,2,175574.03
1042,121.0,2005,2,181231.95
1043,216.0,1990,2,263686.44
1044,234.0,1981,2,278065.84
1045,161.0,1955,2,172433.14
1046,266.0,2005,3,436643.34
1047,92.0,1994,2,146438.84
1048,165.0,1960,2,172433.14
1049,86.0,1946,1,110806.79
1050,121.0,2007,2,182558.47
1051,122.0,2007,2,206012.75
1052,184.0,1964,2,181612.11
1053,142.0,1957,1,151934.64
1054,185.0,2002,2,233094.34
1055,141.0,1976,2,180085.64
1056,127.0,2005,2,186932.48
1057,172.0,1994,2,214885.16
1058,203.0,2008,3,376422.16
1059,185.0,1932,2,192814.55
1060,124.0,2001,2,196194.03
1061,83.0,1935,3,139973.03
1062,217.0,1900,2,137431.56
1063,102.0,1925,2,124887.51
1064,107.0,1966,2,151302.53
1065,210.0,1996,2,269222.03
1066,146.0,1993,2,207245.7
1067,150.0,1964,2,174133.62
1068,234.0,1973,2,198014.97
1069,83.0,1949,2,119220.1
1070,97.0,1956,1,131060.59
1071,145.0,1968,2,175574.03
1072,135.0,1948,1,130937.17
1073,132.0,1977,2,166154.02
1074,115.0,2006,3,198912.8
1075,162.0,1940,1,168986.89
1076,136.0,1936,2,159669.5
1077,102.0,1969,1,139604.19
1078,79.0,2004,2,143759.67
1079,92.0,1994,1,125134.52
1080,117.0,1971,2,156482.44
1081,97.0,1963,1,134051.17
1082,136.0,2002,2,185711.62
1083,116.0,1964,1,142944.98
1084,139.0,1995,2,193825.3
1085,93.0,1992,2,146438.84
1086,101.0,1973,1,114626.48
1087,181.0,2005,3,262384.56
1088,159.0,2004,2,200438.83
1089,116.0,2005,2,178745.78
1090,97.0,1950,2,117803.63
1091,116.0,1999,2,172080.98
1092,157.0,1925,2,175084.38
1093,111.0,1965,2,151302.53
1094,87.0,1956,1,120646.53
1095,122.0,2006,2,183179.7
1096,126.0,1914,0,118916.414
1097,101.0,1986,2,158758.0
1098,123.0,1936,1,119450.97
1099,149.0,1978,2,176886.66
1100,41.0,1920,1,87702.64
1101,88.0,1971,1,109990.875
1102,105.0,1960,1,139604.19
1103,111.0,1959,2,151937.89
1104,121.0,1970,2,154410.1
1105,244.0,1994,2,310882.56
1106,134.0,1990,2,176646.55
1107,188.0,2006,2,244931.55
1108,157.0,2000,2,208208.11
1109,171.0,2004,3,293095.97
1110,154.0,1995,2,208208.11
1111,182.0,1976,2,192355.8
1112,76.0,1957,1,120646.53
1113,94.0,1953,1,124405.78
1114,77.0,1954,1,114483.24
1115,161.0,2007,3,305550.44
1116,132.0,2002,2,185711.62
1117,83.0,1967,2,129197.29
1118,149.0,1958,1,151934.64
1119,97.0,1959,1,133072.9
1120,94.0,1920,1,108561.875
1121,144.0,2005,3,211799.61
1122,89.0,1956,1,120646.53
1123,65.0,1947,0,90441.805
1124,138.0,1992,2,180354.61
1125,93.0,1955,2,136484.27
1126,144.0,2007,3,211799.61
1127,142.0,2004,3,252413.73
1128,182.0,2004,2,216633.81
1129,87.0,1980,2,144335.11
1130,184.0,1928,2,175283.64
1131,90.0,1991,0,127645.73
1132,205.0,1880,1,127034.76
1133,188.0,1995,2,239123.05
1134,149.0,1997,2,207245.7
1135,92.0,1926,1,112002.06
1136,116.0,1950,1,126605.06
1137,95.0,1875,0,92546.35
1138,146.0,1977,2,176886.66
1139,108.0,1920,2,124887.51
1140,88.0,1951,2,121031.914
1141,174.0,1976,2,198110.8
1142,263.0,2006,3,422609.4
1143,93.0,1959,0,102031.7
1144,86.0,1941,1,110806.79
1145,146.0,1928,1,152595.78
1146,121.0,1985,2,174369.6
1147,145.0,1941,1,152595.78
1148,103.0,1926,1,115887.58
1149,138.0,1920,2,158120.97
1150,87.0,1950,1,117655.38
1151,136.0,1959,2,168823.2
1152,168.0,1956,2,205585.02
1153,76.0,1930,1,107372.02
1154,169.0,1965,2,212984.95
1155,134.0,1976,2,166154.02
1156,118.0,1965,2,156700.17
1157,122.0,2007,2,206012.75
1158,147.0,2007,3,231896.5
1159,174.0,1974,2,198110.8
1160,135.0,1978,2,166154.02
1161,152.0,1954,2,184154.53
1162,83.0,1968,2,129197.29
1163,117.0,1969,2,156700.17
1164,133.0,1978,2,166154.02
1165,140.0,2009,2,215005.77
1166,157.0,2008,3,309319.88
1167,155.0,2000,2,208208.11
1168,196.0,1935,2,208534.8
1169,337.0,1995,3,578702.4
1170,104.0,1977,1,138059.23
1171,117.0,1958,2,159402.67
1172,116.0,2006,2,183384.31
1173,287.0,1946,0,290458.97
1174,218.0,1932,2,190541.36
1175,267.0,1992,2,320032.84
1176,86.0,1984,1,126237.34
1177,114.0,1926,1,115887.58
1178,125.0,1921,1,117229.086
1179,104.0,1954,0,106308.5
1180,234.0,1990,2,266246.4
1181,153.0,2008,2,303591.8
1182,416.0,1996,3,593907.75
1183,105.0,1920,2,124887.51
1184,146.0,1963,3,184444.78
1185,113.0,1924,1,114291.41
1186,158.0,1900,2,138444.39
1187,151.0,1994,3,238297.83
1188,154.0,2002,2,209299.14
1189,168.0,1999,2,214885.16
1190,151.0,1961,4,150006.94
1191,134.0,1999,2,181348.9
1192,137.0,1925,1,136452.75
1193,114.0,1999,2,168723.05
1194,126.0,1969,1,151036.27
1195,135.0,2005,2,191461.95
1196,173.0,2006,3,302632.1
1197,157.0,1916,1,146181.84
1198,113.0,2001,2,176556.61
1199,128.0,1963,2,154641.89
1200,80.0,1970,1,113863.53
1201,165.0,1998,2,213668.3
1202,125.0,1925,1,117229.086
1203,151.0,2000,2,202531.84
1204,100.0,1975,2,152712.78
1205,204.0,1990,3,252962.27
1206,98.0,1966,1,137569.72
1207,158.0,2003,2,200438.83
1208,119.0,1962,2,154714.67
1209,154.0,2006,2,268750.6
1210,171.0,1992,2,208927.81
1211,163.0,1988,2,204070.61
1212,62.0,1941,1,99905.055
1213,89.0,1965,1,123637.11
1214,93.0,1962,1,128151.12
1215,83.0,1966,1,123637.11
1216,177.0,1978,2,192355.8
1217,122.0,2009,2,209929.39
1218,85.0,1947,0,96311.375
1219,113.0,1971,0,100399.92
1220,85.0,1964,1,123637.11
1221,113.0,1968,1,142944.98
1222,171.0,1949,1,154352.53
1223,198.0,1951,2,184933.89
1224,138.0,2004,2,189419.69
1225,106.0,1958,1,137591.88
1226,180.0,2007,3,332657.06
1227,85.0,1965,2,137009.89
1228,158.0,2008,3,334328.12
1229,140.0,1960,1,152559.47
1230,243.0,1977,2,198014.97
1231,111.0,1962,2,149235.39
1232,114.0,1962,2,149235.39
1233,110.0,1959,2,151937.89
1234,182.0,1911,0,140162.2
1235,166.0,1914,1,137813.33
1236,151.0,2003,2,193451.94
1237,181.0,2004,2,216633.81
1238,106.0,2005,2,160919.31
1239,138.0,2006,2,216263.16
1240,164.0,2003,2,205899.02
1241,157.0,2007,3,276579.38
1242,109.0,1974,2,154600.6
1243,193.0,2006,3,335104.38
1244,141.0,1929,2,186452.6
1245,174.0,1984,2,208927.81
1246,144.0,2005,2,206408.28
1247,96.0,1976,3,174577.22
1248,191.0,1917,2,166447.88
1249,92.0,1950,1,115001.46
1250,196.0,1968,2,212573.6
1251,131.0,2003,2,180816.47
1252,81.0,1968,1,123637.11
1253,201.0,1974,2,220091.84
1254,154.0,2003,2,200438.83
1255,127.0,1931,1,118825.26
1256,185.0,1994,2,239123.05
1257,80.0,1922,0,88173.51
1258,108.0,2005,2,165950.52
1259,98.0,1969,2,149268.06
1260,156.0,1999,2,208208.11
1261,98.0,1956,1,135557.4
1262,166.0,1957,1,160491.39
1263,169.0,1919,2,173254.73
1264,124.0,1998,2,177528.88
1265,135.0,1999,2,181348.9
1266,175.0,1910,1,135806.22
1267,187.0,2008,3,360791.28
1268,320.0,1935,3,352887.9
1269,142.0,1958,1,151934.64
1270,142.0,1979,2,194894.6
1271,138.0,1968,2,171235.98
1272,87.0,1965,1,123637.11
1273,126.0,1959,1,151036.27
1274,116.0,1910,2,125441.516
1275,178.0,1948,2,149791.12
1276,130.0,1972,2,158269.23
1277,160.0,1967,2,173511.78
1278,189.0,2002,2,223428.23
1279,105.0,1920,2,124887.51
1280,146.0,2002,2,210688.86
1281,124.0,1990,2,176444.92
1282,97.0,1977,2,150366.73
1283,169.0,1971,0,157729.98
1284,227.0,1919,1,172363.89
1285,131.0,1939,1,131259.77
1286,123.0,1963,2,152642.33
1287,147.0,1964,2,174133.62
1288,154.0,2000,2,208208.11
1289,183.0,2006,3,274287.4
1290,107.0,1964,2,151302.53
1291,121.0,1972,1,125315.805
1292,220.0,1892,1,129656.125
1293,155.0,1976,2,173054.55
1294,80.0,1955,2,117376.984
1295,98.0,1968,1,137569.72
1296,105.0,1963,2,149235.39
1297,100.0,2005,2,150446.73
1298,524.0,2008,2,165606.84
1299,116.0,1959,1,142944.98
1300,184.0,1999,2,224706.61
1301,139.0,1942,1,153220.61
1302,235.0,1994,3,283494.53
1303,150.0,2005,3,231896.5
1304,159.0,2004,2,200438.83
1305,153.0,2006,2,303591.8
1306,127.0,2005,2,186932.48
1307,92.0,1994,2,146438.84
1308,104.0,1948,2,130443.58
1309,120.0,1991,2,182351.25
1310,177.0,1959,2,197268.58
1311,118.0,2005,2,185144.56
1312,261.0,1990,2,286074.28
1313,241.0,1999,3,319814.94
1314,88.0,1954,1,118406.98
1315,196.0,1969,2,212573.6
1316,151.0,2008,3,288808.56
1317,126.0,2006,2,194720.86
1318,166.0,2001,3,272936.34
1319,88.0,1954,1,118406.98
1320,137.0,1957,2,168823.2
1321,67.0,1949,1,96619.6
1322,179.0,1992,2,222079.77
1323,66.0,1940,0,76438.34
1324,167.0,2006,3,223606.25
1325,74.0,1922,0,83706.16
1326,72.0,1931,0,85136.88
1327,76.0,1982,1,126237.34
1328,259.0,1920,2,234355.3
1329,152.0,1998,2,202531.84
1330,148.0,2006,3,231896.5
1331,89.0,1976,2,144335.11
1332,76.0,1938,1,108554.65
1333,126.0,1938,1,121450.53
1334,127.0,1970,2,154641.89
1335,124.0,1977,2,157663.9
1336,154.0,1973,2,173054.55
1337,64.0,1941,0,76438.34
1338,173.0,2002,2,215976.19
1339,80.0,1972,1,113863.53
1340,81.0,1971,4,174577.22
1341,103.0,2003,2,154343.2
1342,202.0,2002,2,254044.5
1343,178.0,1928,2,175283.64
1344,135.0,2006,2,198361.36
1345,89.0,1920,1,113851.56
1346,200.0,1968,2,222611.33
1347,165.0,2006,3,270175.6
1348,139.0,1998,2,194390.16
1349,219.0,1872,0,135771.34
1350,245.0,1969,4,244366.1
1351,159.0,1962,2,165114.23
1352,109.0,1937,2,130443.58
1353,301.0,1995,3,400284.6
1354,173.0,2000,3,248901.45
1355,178.0,1968,2,192313.84
1356,83.0,1966,1,123637.11
1357,100.0,1971,2,145510.58
1358,146.0,2000,2,207245.7
1359,184.0,2004,3,306123.5
1360,242.0,1921,2,190541.36
1361,142.0,2005,2,206408.28
1362,161.0,1920,1,141590.75
1363,131.0,2006,2,173111.3
1364,111.0,2005,2,161057.67
1365,156.0,2000,2,208208.11
1366,166.0,1999,2,213668.3
1367,137.0,1977,1,144532.94
1368,79.0,2003,2,143759.67
1369,155.0,2003,2,200438.83
1370,128.0,1920,1,117229.086
1371,154.0,1955,1,155471.17
1372,195.0,1998,2,254975.78
1373,245.0,2001,3,399398.9
1374,182.0,2005,3,262384.56
1375,146.0,2007,3,231896.5
1376,73.0,1930,1,102904.67
1377,149.0,1941,2,162933.02
1378,92.0,1973,1,109990.875
1379,130.0,2006,2,173111.3
1380,80.0,1914,1,90639.91
1381,197.0,1970,2,212573.6
1382,164.0,1920,2,171048.36
1383,132.0,1918,2,140773.08
1384,117.0,1939,1,121436.47
1385,107.0,1922,1,114291.41
1386,259.0,1978,2,254257.39
1387,235.0,1916,1,144685.38
1388,162.0,2006,3,304261.88
1389,113.0,1941,2,130443.58
1390,142.0,2000,2,213034.11
1391,147.0,1967,3,140721.92
1392,84.0,1967,1,123637.11
1393,178.0,1905,2,156900.47
1394,139.0,2006,3,252413.73
1395,231.0,2005,3,318012.72
1396,157.0,1948,2,156862.23
1397,141.0,1920,1,140848.72
1398,177.0,1950,1,149603.45
1399,149.0,1925,1,152595.78
1400,108.0,1929,1,115887.58
1401,148.0,2004,2,201828.55
1402,120.0,2006,2,187446.5
1403,136.0,2007,3,252413.73
1404,113.0,1915,3,119237.25
1405,153.0,2004,2,211460.97
1406,71.0,1972,2,130952.23
1407,77.0,1985,0,126385.03
1408,127.0,1910,2,125143.766
1409,194.0,1986,2,223499.6
1410,171.0,2001,2,217657.36
1411,155.0,1950,1,153750.03
1412,97.0,1949,2,117803.63
1413,171.0,2005,2,242133.58
1414,172.0,1923,2,177290.75
1415,146.0,2007,3,231896.5
1416,213.0,1885,2,137431.56
1417,228.0,1998,3,309464.7
1418,106.0,1963,1,139604.19
1419,171.0,1969,2,200630.28
1420,132.0,1968,2,170263.61
1421,99.0,1977,2,152712.78
1422,79.0,2003,2,143759.67
1423,204.0,1966,2,222611.33
1424,125.0,1958,1,137363.31
1425,116.0,1959,2,159402.67
1426,198.0,1994,2,269222.03
1427,145.0,1945,1,152595.78
1428,75.0,1940,1,108554.65
1429,134.0,1981,2,179790.08
1430,171.0,2005,2,242133.58
1431,89.0,1976,2,144335.11
1432,90.0,1927,1,123252.16
1433,166.0,2000,2,213668.3
1434,105.0,1977,2,152712.78
1435,143.0,1962,2,167176.48
1436,80.0,1971,2,123614.984
1437,179.0,2008,3,370959.03
1438,115.0,1957,2,151937.89
1439,160.0,1979,2,174824.4
1440,237.0,1922,2,190541.36
1441,79.0,2004,2,143759.67
1442,186.0,2008,3,360791.28
1443,88.0,1916,1,116041.87
1444,132.0,2004,2,185711.62
1445,85.0,1966,1,123637.11
1446,110.0,1962,1,142944.98
1447,194.0,1995,2,229456.94
1448,125.0,1910,1,113479.56
1449,59.0,1970,0,92856.984
1450,166.0,1974,0,160115.97
1451,147.0,2008,3,265367.97
1452,100.0,2005,2,150446.73
1453,106.0,2006,0,119486.68
1454,113.0,2004,2,176556.61
1455,153.0,1999,2,203236.0
1456,193.0,1978,2,210054.11
1457,217.0,1941,1,231191.44
1458,100.0,1950,1,126847.67
1459,117.0,1965,1,142944.98
